City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,Turukhansk,65.8167,87.9833,33.69,85,7,7.07,RU,2021-09-25 13:05:18
224,Redcliffe,-27.2307,153.0973,68.9,66,0,4.61,AU,2021-09-25 13:05:19
225,Bluefield,37.2698,-81.2223,51.3,76,1,6.91,US,2021-09-25 13:05:19
226,Benguela,-12.5763,13.4055,77.45,70,38,13.13,AO,2021-09-25 13:00:32
227,Grootfontein,-19.5667,18.1167,92.46,8,0,14.67,NA,2021-09-25 13:05:19
228,Cassilandia,-19.1133,-51.7342,91.94,21,0,6.4,BR,2021-09-25 13:05:20
229,Vardo,70.3705,31.1107,48.4,91,100,9.71,NO,2021-09-25 13:01:42
230,Yulara,-25.2406,130.9889,73.24,12,5,9.22,AU,2021-09-25 13:05:20
231,Safaga,26.7292,33.9365,86.27,48,1,17.11,EG,2021-09-25 13:05:21
232,Hambantota,6.1241,81.1185,86.34,70,75,14.97,LK,2021-09-25 13:04:43
233,Saint George,37.1041,-113.5841,73.35,24,2,2.91,US,2021-09-25 12:58:21
234,Lavrentiya,65.5833,-171.0,30.97,87,100,12.26,RU,2021-09-25 13:05:21
235,Raudeberg,61.9875,5.1352,51.87,82,78,4.0,NO,2021-09-25 13:05:21
236,Palestine,31.9216,35.2033,76.95,45,0,7.47,PS,2021-09-25 13:05:22
237,Paamiut,61.994,-49.6678,33.35,56,0,19.55,GL,2021-09-25 13:03:12
238,Yacuiba,-22.038,-63.6797,74.98,28,0,3.56,BO,2021-09-25 13:05:22
239,Tosham,28.8833,75.9167,87.53,57,48,5.39,IN,2021-09-25 13:05:22
240,Sambava,-14.2667,50.1667,76.95,68,0,14.36,MG,2021-09-25 13:05:23
241,Santa Cruz,-17.8,-63.1667,83.89,25,3,4.9,BO,2021-09-25 13:05:12
242,Lasa,46.6166,10.7002,72.34,42,0,4.18,IT,2021-09-25 13:05:23
243,Keflavik,64.0049,-22.5624,43.23,65,75,14.97,IS,2021-09-25 13:05:24
244,Faanui,-16.4833,-151.75,76.55,77,0,8.81,PF,2021-09-25 13:05:24
245,Milazzo,38.2212,15.2383,85.96,52,7,4.0,IT,2021-09-25 13:05:24
246,Zlitan,32.4674,14.5687,86.14,48,0,15.68,LY,2021-09-25 13:05:25
247,Lagoa,39.05,-27.9833,70.12,88,100,11.07,PT,2021-09-25 13:05:25
248,Pordim,43.3833,24.85,82.81,29,0,11.23,BG,2021-09-25 13:05:25
249,Fairbanks,64.8378,-147.7164,32.09,94,90,0.0,US,2021-09-25 13:05:26
250,Baft,29.234,56.6057,80.42,11,7,14.85,IR,2021-09-25 13:05:26
251,San Antonio,29.4241,-98.4936,67.17,85,1,0.0,US,2021-09-25 13:02:35
